Data_da_Ocorrencia;Hora_da_Ocorrencia;Municipio;UF;Regiao;Descricao_do_Tipo;ICAO
03/07/2017;15:00:00;CANTÁ;RR;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
24/06/2017;20:00:00;PARANÁ;PR;Sul;COLISÃO COM AVE;null
23/12/2017;13:15:00;CABO FRIO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
28/12/2017;08:30:00;ARAGUAÍNA;TO;Norte;OUTROS;null
28/06/2017;11:35:00;BAURU;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
28/06/2017;11:15:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
25/06/2017;19:12:00;BELO HORIZONTE;MG;Sudeste;OUTROS;null
25/06/2017;13:00:00;JUSSARA;GO;Centro-Oeste;OUTROS;null
17/04/2017;04:16:00;GUARULHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
21/06/2017;21:00:00;BONFIM;RR;Norte;OUTROS;null
16/06/2017;11:15:00;PRIMAVERA DO LESTE;MT;Centro-Oeste;OUTROS;null
19/06/2017;14:25:00;CANARANA;MT;Centro-Oeste;COMBUSTÍVEL;null
13/06/2017;09:29:00;PALMAS;TO;Norte;null;null
10/06/2017;20:05:00;ALTA FLORESTA;MT;Centro-Oeste;OUTROS;null
15/06/2017;18:17:00;BELO HORIZONTE;MG;Sudeste;OUTROS;null
14/06/2017;20:20:00;CARACARAÍ;RR;Norte;OUTROS;null
15/06/2017;17:00:00;BELÉM;PA;Norte;OUTROS;null
11/06/2017;13:30:00;CAXIAS DO SUL;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
14/06/2017;18:00:00;CARACARAÍ;RR;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
11/02/2017;20:00:00;BOTUCATU;SP;Sudeste;PERDA DE CONTROLE EM VOO;null
17/11/2016;16:37:00;JOAÇABA;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
04/12/2016;18:23:00;PATO BRANCO;PR;Sul;COLISÃO NO SOLO;null
07/12/2016;15:43:00;SOROCABA;SP;Sudeste;COLISÃO COM AVE;null
24/11/2016;10:10:00;TAPERA;RS;Sul;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
29/11/2016;19:00:00;LAJEADO GRANDE;SC;Sul;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
10/12/2016;22:20:00;NOVO HORIZONTE;SC;Sul;PERDA DE CONTROLE EM VOO;null
05/05/2017;15:57:00;PASSO FUNDO;RS;Sul;COLISÃO COM AVE;null
25/04/2017;15:30:00;SÃO PAULO;SP;Sudeste;COLISÃO NO SOLO;null
04/12/2016;12:00:00;SANTA VITÓRIA DO PAMAR;RS;Sul;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
04/05/2017;17:33:00;CAMPINAS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
09/05/2017;11:02:00;FLORIANÓPOLIS;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
10/12/2016;14:30:00;ERECHIM;RS;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
07/12/2016;19:10:00;BRAGANÇA PAULISTA;SP;Sudeste;EXCURSÃO DE PISTA;null
07/12/2016;19:10:00;BRAGANÇA PAULISTA;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
17/11/2016;18:00:00;ANDRADINA;SP;Sudeste;OUTROS;null
28/06/2018;11:50:00;SANTARÉM;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
25/06/2018;20:30:00;ITAITUBA;PA;Norte;OUTROS;null
16/06/2018;21:30:00;REDENÇÃO;PA;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
27/12/2017;09:15:00;EDÉIA;GO;Centro-Oeste;PERDA DE CONTROLE EM VOO;null
23/06/2018;19:40:00;PORTO ALEGRE;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
16/06/2018;10:15:00;GUARULHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
23/06/2018;20:00:00;FORTALEZA;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
22/06/2018;17:15:00;BRAGANÇA PAULISTA;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
16/06/2018;09:40:00;CHAPADÃO DO LAGEADO;SC;Sul;TURBULÊNCIA;null
23/06/2018;20:20:00;PARAUAPEBAS;PA;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
19/06/2018;16:25:00;SÃO PAULO;SP;Sudeste;COLISÃO COM FAUNA;null
17/06/2018;17:20:00;BRASILÂNDIA;MS;Centro-Oeste;AERÓDROMO;null
17/06/2018;12:30:00;TORRES;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
16/06/2018;21:50:00;ESPÍRITO SANTO DO DOURADO;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
27/12/2017;16:20:00;PORTO SEGURO;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
19/12/2017;15:00:00;CAMPINAS;SP;Sudeste;OUTROS;null
11/11/2017;16:48:00;MONTES CLAROS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
06/11/2017;19:10:00;MONTES CLAROS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
09/12/2017;12:30:00;COLNIZA;MT;Centro-Oeste;INDETERMINADO;null
11/12/2017;16:25:00;CAMPINAS;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
13/12/2017;17:33:00;PORTO ALEGRE;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/12/2017;11:20:00;TUCUMÃ;PA;Norte;COLISÃO COM FAUNA;null
03/12/2017;11:20:00;TUCUMÃ;PA;Norte;EXCURSÃO DE PISTA;null
10/12/2017;11:52:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
28/01/2017;14:19:00;MACAÉ;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
10/12/2017;13:30:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
02/03/2017;16:09:00;CUIABÁ;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
27/02/2017;19:10:00;SINOP;MT;Centro-Oeste;OUTROS;null
08/12/2017;13:30:00;SÃO FELIX DO XINGU;PA;Norte;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
10/02/2017;13:39:00;BIRITIBA-MIRIM;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
04/02/2017;09:30:00;REDENÇÃO;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
11/04/2017;10:30:00;PEDRA PRETA;MT;Centro-Oeste;COMBUSTÍVEL;null
13/03/2017;14:00:00;ALEGRETE;RS;Sul;COMBUSTÍVEL;null
10/02/2017;00:11:00;GUARULHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBBR
04/02/2017;11:20:00;SÃO SEPÉ;RS;Sul;PERDA DE CONTROLE EM VOO;null
11/06/2018;17:20:00;FOZ DO IGUAÇU;PR;Sul;OUTROS;null
07/06/2018;23:58:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
06/06/2018;13:30:00;CAÇAPAVA;RS;Sul;EXCURSÃO DE PISTA;null
03/02/2017;07:00:00;SERTANÓPOLIS;PR;Sul;PERDA DE CONTROLE EM VOO;null
01/02/2017;11:50:00;GUAÍBA;RS;Sul;PERDA DE CONTROLE EM VOO;null
27/09/2018;21:55:00;MANAUS;AM;Norte;EXCURSÃO DE PISTA;null
25/09/2018;17:19:00;CAMPO GRANDE;MS;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
27/09/2018;21:55:00;MANAUS;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
27/09/2018;17:00:00;BELO HORIZONTE;MG;Sudeste;CONTATO ANORMAL COM A PISTA;null
27/09/2018;10:45:00;SÃO JOSÉ DO RIO PRETO;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
24/09/2018;16:40:00;FOZ DO IGUAÇU;PR;Sul;EXCURSÃO DE PISTA;null
26/09/2018;15:47:00;GUARULHOS;SP;Sudeste;GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO. OU VIGILÂNCIA (CNS);null
21/09/2018;21:30:00;ÁGUA BOA;MT;Centro-Oeste;EXCURSÃO DE PISTA;null
21/09/2018;21:30:00;ÁGUA BOA;MT;Centro-Oeste;CONTATO ANORMAL COM A PISTA;null
18/09/2018;14:32:00;SANTARÉM;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
22/09/2018;13:50:00;ATIBAIA;SP;Sudeste;PERDA DE CONTROLE NO SOLO;SDTB
19/09/2018;20:30:00;LENÇÓIS;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
19/09/2018;15:50:00;MANAUS;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
14/08/2018;13:25:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
21/05/2018;12:00:00;ANGRA DOS REIS;RJ;Sudeste;OUTROS;null
09/06/2018;21:05:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
02/06/2018;12:25:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
08/06/2018;20:05:00;BIRIGUI;SP;Sudeste;EXCURSÃO DE PISTA;null
08/06/2018;20:05:00;BIRIGUI;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
10/06/2018;19:09:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
09/06/2018;17:10:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
09/06/2018;11:11:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/06/2018;14:00:00;BARRETOS;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
03/06/2018;14:00:00;BARRETOS;SP;Sudeste;EXCURSÃO DE PISTA;null
05/06/2018;15:30:00;MARÍLIA;SP;Sudeste;OUTROS;null
31/05/2018;16:40:00;PARNAÍBA;PI;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
09/12/2017;17:30:00;BARREIRAS;BA;Nordeste;OUTROS;null
09/12/2017;11:15:00;BAEPENDI;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
22/01/2017;18:00:00;CAPITÓLIO;MG;Sudeste;PERDA DE CONTROLE EM VOO;null
07/12/2017;17:10:00;FORTALEZA;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
27/11/2017;13:30:00;LONDRINA;PR;Sul;OUTROS;null
29/11/2017;21:35:00;ELDORADO DO SUL;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
19/01/2017;15:30:00;PARATI;RJ;Sudeste;PERDA DE CONTROLE EM VOO;null
09/12/2017;13:18:00;ERECHIM;RS;Sul;PERDA DE CONTROLE NO SOLO;null
09/12/2017;11:30:00;GOIÂNIA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
07/12/2017;16:40:00;FLORIANÓPOLIS;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
06/12/2017;11:53:00;NAVEGANTES;SC;Sul;CONTATO ANORMAL COM A PISTA;null
03/12/2017;20:45:00;ELDORADO;MS;Centro-Oeste;PERDA DE CONTROLE NO SOLO;SJFM
03/12/2017;20:45:00;ELDORADO;MS;Centro-Oeste;EXCURSÃO DE PISTA;SJFM
29/11/2017;00:00:00;VITÓRIA DA CONQUISTA;BA;Nordeste;CONTATO ANORMAL COM A PISTA;null
18/11/2017;21:59:00;VITÓRIA;ES;Sudeste;OUTROS;null
06/12/2017;17:34:00;BELO HORIZONTE;MG;Sudeste;FOGO/FUMAÇA;null
31/12/2016;17:00:00;CORINTO;MG;Sudeste;PERDA DE CONTROLE EM VOO;null
26/01/2017;13:00:00;VITÓRIA;ES;Sudeste;OUTROS;null
20/01/2017;16:24:00;NOVO PROGRESSO;PA;Norte;OUTROS;null
09/02/2017;19:40:00;SANTARÉM;PA;Norte;PERDA DE CONTROLE EM VOO;null
14/01/2017;13:00:00;SANTANA DO ARAGUAIA;PA;Norte;OPERAÇÃO A BAIXA ALTITUDE;null
24/03/2017;13:20:00;CAMPINAS;SP;Sudeste;COLISÃO COM AVE;null
24/03/2017;13:15:00;BRAGANÇA PAULISTA;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
30/03/2017;21:40:00;RECIFE;PE;Nordeste;FOGO/FUMAÇA;null
31/03/2017;01:18:00;CAMPO GRANDE;MS;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
31/03/2017;09:58:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
31/03/2017;17:45:00;SOROCABA;SP;Sudeste;INDETERMINADO;null
04/04/2017;22:27:00;CAMPO GRANDE;MS;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
05/09/2018;13:45:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
10/09/2018;19:28:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
22/02/2018;16:30:00;SÃO PAULO;SP;Sudeste;OUTROS;null
15/09/2018;22:40:00;GUARULHOS;SP;Sudeste;OUTROS;null
15/09/2018;15:00:00;IPUMIRIM;SC;Sul;VOO CONTROLADO CONTRA O TERRENO;Fora de Aeródromo
14/09/2018;11:30:00;BOA VIAGEM;CE;Nordeste;EXCURSÃO DE PISTA;null
14/09/2018;11:30:00;BOA VIAGEM;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
10/09/2018;11:02:00;ARAÇATUBA;SP;Sudeste;CONTATO ANORMAL COM A PISTA;null
28/07/2018;14:20:00;ITAPEMA;SC;Sul;INDETERMINADO;null
06/09/2018;11:30:00;ITAPACI;GO;Centro-Oeste;EXCURSÃO DE PISTA;Fora de Aeródromo
06/09/2018;11:30:00;ITAPACI;GO;Centro-Oeste;OUTROS;Fora de Aeródromo
05/09/2018;14:20:00;VILA RICA;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
07/09/2018;20:39:00;SALVADOR;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
06/09/2018;16:28:00;SÃO PAULO;SP;Sudeste;EXCURSÃO DE PISTA;null
28/08/2018;16:50:00;SALVADOR;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
30/05/2018;11:32:00;SÃO FELIX DO ARAGUAIA;MT;Centro-Oeste;EXCURSÃO DE PISTA;SNDP
22/03/2018;17:57:00;MACAÉ;RJ;Sudeste;OPERAÇÕES NO SOLO;null
30/05/2018;11:32:00;SÃO FELIX DO ARAGUAIA;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SNDP
01/06/2018;15:00:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
03/06/2018;17:00:00;CURITIBA;PR;Sul;OPERAÇÕES NO SOLO;null
01/06/2018;14:40:00;TATUÍ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
23/05/2018;14:00:00;CHAPADÃO DO CÉU;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
21/05/2018;14:40:00;ÁGUA LIMPA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
28/05/2018;17:00:00;CURITIBA;PR;Sul;OUTROS;null
22/05/2018;13:30:00;FIGUEIRÓPOLIS;TO;Norte;EXCURSÃO DE PISTA;null
22/05/2018;13:30:00;FIGUEIRÓPOLIS;TO;Norte;CONTATO ANORMAL COM A PISTA;null
23/05/2018;20:38:00;ITANHAÉM;SP;Sudeste;INDETERMINADO;null
20/05/2018;21:18:00;ESTEIO;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
22/05/2018;13:50:00;MANAUS;AM;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
20/05/2018;19:40:00;JUIZ DE FORA;MG;Sudeste;EXCURSÃO DE PISTA;null
21/05/2018;19:07:00;UBERLÂNDIA;MG;Sudeste;COLISÃO NO SOLO;null
19/05/2018;13:00:00;GOIÂNIA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
19/05/2018;17:20:00;ITAITUBA;PA;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
17/05/2018;19:40:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
11/11/2017;20:00:00;RESTINGA SECA;RS;Sul;EXCURSÃO DE PISTA;null
28/11/2017;15:30:00;CURITIBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/12/2017;19:25:00;TELEMACO BORBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
03/12/2017;15:00:00;PIRACICABA;SP;Sudeste;CONTATO ANORMAL COM A PISTA;null
27/11/2017;18:40:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
30/11/2017;18:24:00;MARINGÁ;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
30/11/2017;12:30:00;PARÁ DE MINAS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
26/11/2017;10:00:00;CORRENTINA;BA;Nordeste;PERDA DE CONTROLE NO SOLO;null
30/11/2017;08:37:00;BRASILIA;DF;Centro-Oeste;OUTROS;SBBR
26/11/2017;12:30:00;SÃO DESIDÉRIO;BA;Nordeste;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
25/11/2017;06:55:00;CURITBA;PR;Sul;FOGO/FUMAÇA;null
23/11/2017;23:00:00;PORTO ALEGRE;RS;Sul;OUTROS;null
25/11/2017;11:30:00;UBARANA;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
25/11/2017;11:30:00;UBARANA;SP;Sudeste;EXCURSÃO DE PISTA;null
26/11/2017;23:40:00;FLORIANÓPOLIS;SC;Sul;OUTROS;null
19/11/2017;09:42:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
31/03/2017;15:16:00;LONDRINA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
23/11/2017;20:50:00;ITAITUBA;PA;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
06/03/2017;15:05:00;OSÓRIO;RS;Sul;PERDA DE CONTROLE EM VOO;null
27/05/2016;18:00:00;ANÁPOLIS;GO;Centro-Oeste;OUTROS;null
22/02/2017;11:20:00;MACAÉ;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
18/03/2017;16:00:00;POXORÉU;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
15/03/2017;18:42:00;ALTAMIRA;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
18/03/2017;04:17:00;GUARILHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
21/03/2017;16:48:00;SÃO PAULO;SP;Sudeste;OUTROS;null
22/03/2017;01:35:00;GUARULHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBGR
27/08/2018;18:40:00;SÃO JOSÉ DO RIO PRETO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
28/07/2018;17:00:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
24/02/2017;04:05:00;RECIFE;PE;Nordeste;OUTROS;null
19/03/2017;15:15:00;SANTA MARIA;RS;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
18/03/2017;13:00:00;PORTO ALEGRE;RS;Sul;PERDA DE CONTROLE NO SOLO;null
21/03/2017;01:25:00;COARI;AM;Norte;PERDA DE CONTROLE NO SOLO;null
01/09/2018;18:00:00;TAQUARAÇU DE MINAS;MG;Sudeste;PERDA DE CONTROLE EM VOO;null
18/03/2017;14:00:00;RIO GRANDE;RS;Sul;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
15/03/2017;19:36:00;BENTO GONÇALVES;RS;Sul;PERDA DE CONTROLE NO SOLO;null
02/09/2018;13:35:00;SANTA RITA;PB;Nordeste;CONTATO ANORMAL COM A PISTA;null
29/08/2018;07:30:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
28/08/2018;18:40:00;CACHOEIRA DO SUL;RS;Sul;INDETERMINADO;null
30/08/2018;13:36:00;INHAMBUPE;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
25/08/2018;06:00:00;BARRETOS;SP;Sudeste;INDETERMINADO;null
25/08/2018;12:45:00;BARREIRAS;BA;Nordeste;CONTATO ANORMAL COM A PISTA;null
24/08/2018;16:00:00;JUNDIAÍ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
24/08/2018;14:57:00;CUNHA;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
23/08/2018;14:58:00;GOIÂNIA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
09/07/2018;15:29:00;SEBASTIÃO LEAL;PI;Nordeste;COLISÃO COM AVE;null
17/05/2018;11:40:00;CARATINGA;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
16/05/2018;11:15:00;ITACOATIARA;AM;Norte;PERDA DE CONTROLE EM VOO;null
17/05/2018;15:50:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
16/05/2018;13:30:00;SALTO DE PIRAPORA;SP;Sudeste;OPERAÇÃO A BAIXA ALTITUDE;null
16/05/2018;17:10:00;SÃ PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
16/05/2018;14:35:00;SOROCABA;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
08/05/2018;12:00:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
07/05/2018;11:25:00;CHAPADÃO DO CÉU;GO;Centro-Oeste;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
09/05/2018;14:05:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
09/05/2018;19:28:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
07/05/2018;15:45:00;PALMAS;TO;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
08/05/2018;11:00:00;CAMPO FLORIDO;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
06/05/2018;18:00:00;QUARTO CENTENÁRIO;PR;Sul;PERDA DE CONTROLE EM VOO;null
03/05/2018;11:40:00;PARAGOMINAS;PA;Norte;PERDA DE CONTROLE EM VOO;null
04/05/2018;16:40:00;CURITIBANOS;SC;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
18/03/2018;20:44:00;SÃO LUÍS;MA;Nordeste;TURBULÊNCIA;null
03/05/2018;18:00:00;BALSAS;MA;Nordeste;COLISÃO NO SOLO;null
20/11/2017;18:30:00;CARATINGA;MG;Sudeste;COLISÃO NO SOLO;null
21/11/2017;19:30:00;TABATINGA;AM;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
19/11/2017;12:10:00;SÃO PAULO;SP;Sudeste;EXCURSÃO DE PISTA;null
24/11/2017;09:40:00;ARARI;MA;Nordeste;PERDA DE CONTROLE EM VOO;null
19/11/2017;11:02:00;RIO DE JANEIRO;RJ;Sudeste;COLISÃO NO SOLO;null
18/11/2017;19:00:00;ARANDU;SP;Sudeste;OUTROS;null
19/11/2017;11:15:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
17/11/2017;11:30:00;PARÁ DE MINAS;MG;Sudeste;OUTROS;null
15/11/2017;21:15:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
18/11/2017;02:47:00;FOZ DO IGUAÇU;PR;Sul;EXCURSÃO DE PISTA;null
16/11/2017;17:30:00;BOM JESUS;PI;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
17/11/2017;17:15:00;SANTARÉM;PA;Norte;PERDA DE CONTROLE NO SOLO;null
13/11/2017;09:58:00;FLORESTÓPOLIS;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
14/11/2017;21:15:00;ITÁPOLIS;SP;Sudeste;PERDA DE CONTROLE EM VOO;null
11/11/2017;20:40:00;JI-PARANÁ;RO;Norte;CONTATO ANORMAL COM A PISTA;null
13/11/2017;13:40:00;JOÃO PESSOA;PB;Nordeste;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
11/11/2017;05:16:00;RIO BRANCO;AC;Norte;COLISÃO COM AVE;null
22/02/2017;12:30:00;PEDRO OSÓRIO;RS;Sul;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
17/03/2017;18:07:00;ARAUCÁRIA;PR;Sul;COMBUSTÍVEL;null
